0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,1,1,0,0,0,0,18,18,18.00,42.86,0,0
Bangladesh,50,42,9,0,4,3,54*,749,22.70,62.73,32,17
England and Wales,11,10,3,0,1,1,71*,186,26.57,55.69,5,2
India,7,5,3,0,0,0,22*,50,25.00,40.98,4,3
Ireland,1,1,0,0,0,0,4,4,4.00,66.67,0,0
Kenya,8,6,0,0,0,1,17,49,8.17,51.58,9,4
Pakistan,5,5,2,0,0,1,14,32,10.67,48.48,4,2
Scotland,1,1,0,0,0,1,0,0,0.00,,1,0
South Africa,9,8,2,0,0,0,35*,171,28.50,41.30,3,0
Sri Lanka,16,16,3,0,2,0,54,316,24.31,51.22,11,3
United Arab Emirates,3,3,1,0,0,0,27*,46,23.00,59.74,3,0
West Indies,3,2,1,0,0,0,30*,39,39.00,45.88,2,1
Zimbabwe,11,10,3,0,0,1,48*,158,22.57,61.72,17,3
,,,,,,,,,,,,
