0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,7.5,1,34,1,0,1/34,34.00,47.00,4.34
Bangladesh,26.0,1,113,1,0,1/36,113.00,156.00,4.35
England,86.4,3,381,6,0,2/37,63.50,86.67,4.40
India,82.3,1,435,8,0,2/26,54.38,61.88,5.27
New Zealand,1.0,0,4,0,0,0/4,,,4.00
Pakistan,20.0,1,98,3,0,2/54,32.67,40.00,4.90
South Africa,31.0,0,140,5,0,2/33,28.00,37.20,4.52
Sri Lanka,156.0,5,731,19,2,4/28,38.47,49.26,4.69
West Indies,54.2,5,288,12,1,4/49,24.00,27.17,5.30
Overall (9),465.2,17,2224,55,3,4/28,40.44,50.76,4.78
