0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,315.1,14,1365,32,0,3/40,42.66,59.53,4.30
Second,135.1,3,606,14,0,3/12,43.29,58.93,4.41
Overall,450.2,17,1971,46,0,3/12,42.85,59.35,4.33
