0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,4.0,0,21,1,0,1/21,21.00,24.00,5.25
AMI Stadium,7.0,0,37,0,0,0/37,,,3.96
Arun Jaitley Stadium,20.0,0,86,1,0,1/34,86.00,120.00,4.30
Ayub National Stadium,8.0,0,38,2,0,2/38,19.00,24.00,4.75
Bangabandhu National Stadium,15.0,0,77,2,0,1/21,38.50,45.00,5.13
Barabati Stadium,1.0,0,9,0,0,0/9,,,9.00
Brisbane Cricket Ground,13.0,1,51,1,0,1/40,51.00,78.00,3.92
Captain Roop Singh Stadium,10.0,0,43,1,0,1/43,43.00,60.00,4.30
County Ground (Chelmsford),2.0,0,17,0,0,0/17,,,8.50
Eden Gardens,19.0,0,91,2,0,1/45,45.50,57.00,4.79
Eden Park,7.0,0,59,1,0,1/59,59.00,56.00,6.32
Edgbaston,7.3,0,35,0,0,0/35,,,4.67
Gaddafi Stadium,5.0,0,50,1,0,1/50,50.00,30.00,10.00
Gandhi Sports Complex Ground,9.0,0,50,2,0,2/50,25.00,27.00,5.56
Headingley,22.0,1,78,3,0,2/39,26.00,44.00,3.55
Ibn-e-Qasim Bagh Stadium,6.0,0,46,0,0,0/46,,,7.67
Jinnah Stadium (Gujwranwala),8.0,1,20,0,0,0/20,,,2.50
Jinnah Stadium (Sialkot),2.0,0,4,0,0,,,,2.00
Keenan Stadium,9.1,0,79,0,0,0/79,,,8.62
Kennington Oval,12.0,0,58,1,0,1/58,58.00,72.00,4.83
Lal Bahadur Shastri Stadium,10.0,0,27,0,0,0/27,,,2.70
Lord's,19.0,2,72,4,0,3/12,18.00,28.50,3.79
M Chinnaswamy Stadium,20.0,0,96,1,0,1/43,96.00,120.00,4.80
MA Aziz Stadium,6.0,1,8,1,0,1/8,8.00,36.00,1.33
Melbourne Cricket Ground,24.0,1,80,2,0,1/16,40.00,72.00,3.33
Nahar Singh Stadium,6.0,0,14,0,0,0/14,,,2.33
Nehru Stadium (Guwahati),11.4,1,41,2,0,2/21,20.50,35.00,3.51
Nehru Stadium (Indore),9.0,0,44,0,0,0/44,,,4.89
Nevill Ground,12.0,1,37,1,0,1/37,37.00,72.00,3.08
Old Trafford,32.0,5,107,6,0,3/40,17.83,32.00,3.34
Queen's Park (Old),4.0,0,23,1,0,1/23,23.00,24.00,5.75
Queen's Park Oval,7.0,0,39,1,0,1/39,39.00,42.00,5.57
Sardar Patel Stadium,14.0,1,48,1,0,1/28,48.00,84.00,3.43
Sawai Mansingh Stadium,6.0,0,26,0,0,0/26,,,4.33
Sharjah Cricket Stadium,34.0,2,148,3,0,2/19,49.33,68.00,4.35
Sinhalese Sports Club Ground,8.0,0,40,1,0,1/40,40.00,48.00,5.00
Sydney Cricket Ground,22.0,0,81,1,0,1/21,81.00,132.00,3.68
Trent Bridge,4.0,0,27,1,0,1/27,27.00,24.00,6.75
University Stadium,5.0,0,21,0,0,0/21,,,4.20
WACA Ground,2.0,0,8,0,0,0/8,,,4.00
Zafar Ali (Sahiwal) Stadium,8.0,0,35,2,0,2/35,17.50,24.00,4.38
Overall (41),450.2,17,1971,46,0,3/12,42.85,59.35,4.33
