0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,19.4,1,67,5,0,2/2,13.40,23.60,3.41
Albion Sports Complex,6.0,1,22,0,0,0/22,,,3.67
Barabati Stadium,8.0,0,36,1,0,1/36,36.00,48.00,4.50
Basin Reserve,10.0,0,54,2,0,2/54,27.00,30.00,5.40
Bourda,2.0,0,21,0,0,0/21,,,10.50
Brabourne Stadium,5.0,0,32,1,0,1/32,32.00,30.00,6.40
Brisbane Cricket Ground,17.0,0,84,2,0,2/40,42.00,51.00,4.94
Buffalo Park,7.5,0,27,3,0,3/27,9.00,15.67,3.45
County Ground (Southampton),9.0,1,30,0,0,0/30,,,3.33
Eden Gardens,7.0,0,38,2,0,2/38,19.00,21.00,5.43
Eden Park,2.0,0,5,0,0,,,,2.50
Edgbaston,4.0,0,17,1,0,1/14,17.00,24.00,4.25
Gaddafi Stadium,14.0,1,98,2,0,1/26,49.00,42.00,7.00
Headingley,7.0,0,31,0,0,,,,4.43
Kennington Oval,11.0,2,61,1,0,1/61,61.00,66.00,5.55
Lal Bahadur Shastri Stadium,10.0,0,43,1,0,1/43,43.00,60.00,4.30
Lord's,1.0,0,5,0,0,,,,5.00
M Chinnaswamy Stadium,10.0,0,51,2,0,2/51,25.50,30.00,5.10
MA Chidambaram Stadium,16.0,2,59,3,0,3/20,19.67,32.00,3.69
Madhavrao Scindia Cricket Ground,2.0,0,10,0,0,0/10,,,5.00
Melbourne Cricket Ground,77.0,0,403,6,0,2/24,67.17,77.33,5.21
Mindoo Philip Park,1.0,0,3,0,0,0/3,,,3.00
Nehru Stadium (Margao),10.0,0,39,1,0,1/39,39.00,60.00,3.90
Old Trafford,4.0,0,18,1,0,1/18,18.00,24.00,4.50
P Sara Oval,2.0,0,10,1,0,1/10,10.00,12.00,5.00
R Premadasa Stadium,3.0,0,16,0,0,,,,5.33
Sabina Park,5.0,0,19,0,0,,,,3.80
Sector 16 Stadium,7.0,0,27,2,0,2/27,13.50,21.00,3.86
Seddon Park,9.0,0,40,0,0,0/40,,,4.44
Sharjah Cricket Stadium,20.2,1,94,8,0,3/21,11.75,15.25,4.62
Sydney Cricket Ground,120.2,2,516,24,0,3/23,21.50,30.08,4.29
Trent Bridge,11.0,0,62,2,0,1/11,31.00,33.00,5.64
University Stadium,2.0,0,13,2,0,2/13,6.50,6.00,6.50
Overall (33),440.1,11,2051,73,0,3/20,28.10,36.21,4.66
