0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,37.1,3,182,8,1,4/42,22.75,27.88,4.90
Bellerive Oval,33.4,2,179,7,1,4/14,25.57,28.86,5.32
Brisbane Cricket Ground,42.0,0,181,13,2,4/27,13.92,19.38,4.31
Civil Service Cricket Club,5.0,0,34,2,0,2/34,17.00,15.00,6.80
Dr YS Rajasekhara Reddy Cricket Stadium,8.5,0,51,0,0,0/51,,,5.77
Eden Park,19.0,0,87,7,1,6/28,12.43,16.29,4.58
Edgbaston,38.0,0,249,3,0,1/52,83.00,76.00,6.55
Harare Sports Club,36.0,5,200,6,0,2/23,33.33,36.00,5.56
Kennington Oval,28.3,2,158,9,2,4/29,17.56,19.00,5.54
Kensington Oval,19.0,1,91,3,0,3/51,30.33,38.00,4.79
Lord's,25.2,2,104,10,2,5/26,10.40,15.20,4.11
Manuka Oval,25.0,1,134,7,1,4/32,19.14,21.43,5.36
Melbourne Cricket Ground,79.0,7,358,21,1,6/43,17.05,22.57,4.53
Old Trafford,28.0,1,182,4,0,2/59,45.50,42.00,6.50
Optus Stadium,17.0,0,110,1,0,1/63,110.00,102.00,6.47
Pallekele International Cricket Stadium,9.0,0,40,3,0,3/40,13.33,18.00,4.44
Providence Stadium,9.0,0,37,2,0,2/37,18.50,27.00,4.11
R Premadasa Stadium,19.5,1,85,6,0,3/32,14.17,19.83,4.29
Rangiri Dambulla International Stadium,20.0,1,93,3,0,2/42,31.00,40.00,4.65
Seddon Park,10.0,1,62,3,0,3/62,20.67,20.00,6.20
Sharjah Cricket Stadium,29.0,3,140,13,3,5/42,10.77,13.38,4.83
Sheikh Zayed Stadium,17.5,1,76,1,0,1/33,76.00,107.00,4.26
Sophia Gardens,7.0,1,31,1,0,1/31,31.00,42.00,4.43
Sydney Cricket Ground,69.2,2,345,11,1,4/42,31.36,37.82,4.98
The Cooper Associates County Ground,9.0,1,43,2,0,2/43,21.50,27.00,4.78
The Rose Bowl,10.0,0,55,2,0,2/55,27.50,30.00,5.50
Trent Bridge,20.0,1,101,7,1,5/46,14.43,17.14,5.05
WACA Ground,37.4,3,160,14,2,5/20,11.43,16.14,4.25
Warner Park,10.0,0,43,3,0,3/43,14.33,20.00,4.30
Overall (29),719.1,39,3611,172,18,6/28,20.99,25.09,5.02
