0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,2,2,1,0,0,0,1*,2,2.00,15.38,0,0
Malaysia,2,2,0,0,0,0,18,34,17.00,60.71,1,0
,,,,,,,,,,,,
