0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
AMI Stadium,1,1,0,0,0,0,5,5,5.00,31.25,0,0
Basin Reserve,1,1,0,0,0,0,9,9,9.00,42.86,0,0
Eden Park,2,2,0,0,0,0,14,15,7.50,71.43,0,0
Mannofield Park,1,1,0,1,0,0,161,161,161.00,114.18,0,0
McLean Park,2,2,0,0,0,2,0,0,0.00,,0,0
Queenstown Events Centre,1,1,0,0,1,0,50,50,50.00,62.50,0,0
Riverside Ground,1,1,0,0,0,0,4,4,4.00,16.00,0,0
Westpac Stadium,1,1,0,0,0,0,6,6,6.00,85.71,0,0
Overall (8),10,10,0,1,1,2,161,250,25.00,79.87,0,0
