0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,898.2,38,5023,168,9,6/38,29.90,32.08,5.59
Second,924.2,65,4737,170,10,5/28,27.86,32.62,5.12
Overall,1822.4,103,9760,338,19,6/38,28.88,32.36,5.35
