0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,15,13,4,0,0,0,38,207,23.00,84.15,11,7
Bangladesh,2,1,1,0,0,0,0*,0,,,2,0
England,6,4,2,0,0,0,20*,42,21.00,84.00,3,2
Kenya,4,2,1,0,0,0,21,29,29.00,63.04,5,1
New Zealand,22,13,6,0,0,2,40*,199,28.43,86.90,24,12
Pakistan,29,26,6,0,1,2,69,346,17.30,61.02,22,7
South Africa,11,10,3,0,0,0,24,110,15.71,73.33,3,2
Sri Lanka,27,13,3,0,1,0,51,135,13.50,67.50,19,6
United Arab Emirates,1,1,1,0,0,0,4*,4,,57.14,4,0
West Indies,10,6,4,0,0,0,29,122,61.00,53.04,9,2
Zimbabwe,13,7,2,0,0,0,28,78,15.60,67.83,8,5
Overall (11),140,96,33,0,2,4,69,1272,20.19,68.91,110,44
