0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,28,23,4,0,0,2,47,421,22.16,80.96,34,8
Bangladesh,6,4,1,0,1,0,56*,159,53.00,128.23,5,3
Canada,19,17,7,0,1,1,69*,240,24.00,74.07,13,7
England and Wales,20,16,2,0,1,3,63,288,20.57,100.70,23,9
India,10,9,2,0,1,1,57*,180,25.71,93.75,10,7
Kenya,6,5,1,0,1,0,50*,103,25.75,79.84,7,2
Netherlands,2,2,1,0,0,0,27*,33,33.00,103.13,1,0
New Zealand,12,9,2,0,3,0,72*,271,38.71,87.70,9,4
Pakistan,49,36,6,0,2,4,72,603,20.10,82.72,43,19
South Africa,6,5,0,0,0,0,45,132,26.40,64.39,2,0
Sri Lanka,12,11,4,0,0,0,21*,112,16.00,77.78,8,3
United Arab Emirates,39,36,9,0,2,5,61,570,21.11,72.61,49,10
West Indies,7,7,2,0,0,1,35*,117,23.40,65.73,3,1
Zimbabwe,3,3,0,0,0,0,19,37,12.33,61.67,7,0
,,,,,,,,,,,,
