0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Arun Jaitley Stadium,1,1,0,0,0,0,18,18,18.00,66.67,0,0
Bay Oval,1,1,0,0,1,0,54,54,54.00,72.97,0,0
Cambusdoon New Ground,1,1,0,0,1,0,53,53,53.00,70.67,0,0
Castle Avenue,2,2,0,0,0,1,4,4,2.00,20.00,3,0
"Cricket, Skating & Curling Club",3,3,0,0,2,0,71,133,44.33,81.10,1,0
Hagley Oval,1,1,0,0,0,1,0,0,0.00,,1,0
ICC Global Cricket Academy,2,2,0,0,1,0,72,96,48.00,62.75,0,0
Mahinda Rajapaksha International Cricket Stadium,1,1,0,0,0,0,1,1,1.00,10.00,0,0
Maple Leaf North - West Ground,4,4,0,0,1,1,57,62,15.50,93.94,1,0
R Premadasa Stadium,1,1,0,0,0,0,8,8,8.00,50.00,0,0
Vidarbha Cricket Association Stadium,1,1,0,0,0,0,24,24,24.00,37.50,0,0
Wankhede Stadium,1,1,0,0,0,0,2,2,2.00,28.57,1,0
Overall (12),19,19,0,0,6,3,72,455,23.95,67.01,7,0
