0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,2,2,0,0,1,0,57,60,30.00,127.66,0,0
Bermuda,1,1,0,0,0,0,4,4,4.00,36.36,1,0
Ireland,4,4,0,0,2,1,71,134,33.50,75.71,4,0
Kenya,3,3,0,0,1,0,72,114,38.00,63.33,0,0
Netherlands,3,3,0,0,1,1,54,55,18.33,61.80,0,0
New Zealand,1,1,0,0,0,0,2,2,2.00,28.57,1,0
Pakistan,1,1,0,0,0,0,8,8,8.00,50.00,0,0
Scotland,2,2,0,0,1,1,53,53,26.50,67.95,1,0
Sri Lanka,1,1,0,0,0,0,1,1,1.00,10.00,0,0
Zimbabwe,1,1,0,0,0,0,24,24,24.00,37.50,0,0
Overall (10),19,19,0,0,6,3,72,455,23.95,67.01,7,0
