0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,1,1,0,0,0,0,42,42,42.00,221.05,0,0
Australia,47,45,6,0,6,4,96,1122,28.77,90.78,32,1
Bangladesh,21,18,1,0,2,4,80*,331,19.47,103.76,36,3
Canada,3,2,1,1,1,0,101,153,153.00,117.69,6,0
England,32,31,4,0,8,0,80*,993,36.78,117.93,26,2
India,28,24,3,0,2,5,77,502,23.90,84.65,26,1
Ireland,2,2,0,1,0,0,166,213,106.50,123.84,2,0
Kenya,2,2,1,0,0,0,26*,32,32.00,123.08,1,0
Pakistan,28,23,4,1,2,3,131,494,26.00,92.86,36,1
Scotland,2,2,0,0,0,0,22,37,18.50,102.78,4,0
South Africa,31,26,3,0,4,1,85,736,32.00,80.17,25,1
Sri Lanka,32,26,1,1,3,3,117,641,25.64,87.93,29,1
United States,1,0,0,0,0,0,0,0,,,2,0
West Indies,20,17,1,0,1,0,51,372,23.25,99.47,19,3
Zimbabwe,10,9,3,1,3,0,119,415,69.17,107.51,18,2
Overall (15),260,228,28,5,32,20,166,6083,30.42,96.37,262,15
