0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,23,23,2,0,1,3,96,485,23.10,74.05,14,1
Bangladesh,13,12,0,0,1,3,61,144,12.00,83.24,21,1
England and Wales,19,16,2,0,1,0,60*,362,25.86,90.95,15,0
India,18,17,4,1,2,1,101,460,35.38,85.03,17,2
New Zealand,122,106,12,2,22,7,119,3188,33.91,111.27,116,8
Pakistan,5,5,1,0,0,1,10,16,4.00,35.56,2,0
Scotland,2,2,0,1,0,0,166,188,94.00,118.24,3,0
South Africa,23,18,1,0,1,2,81,448,26.35,71.68,25,1
Sri Lanka,12,10,2,0,0,2,47*,130,16.25,55.08,11,0
United Arab Emirates,3,3,0,1,1,0,131,228,76.00,97.44,5,0
West Indies,12,9,2,0,1,1,52*,160,22.86,115.11,16,1
Zimbabwe,8,7,2,0,2,0,87,274,54.80,113.22,17,1
,,,,,,,,,,,,
