0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Barabati Stadium,6.0,0,24,1,0,1/24,24.00,36.00,4.00
Eden Park,8.0,0,45,1,0,1/45,45.00,48.00,5.63
Headingley,11.0,1,55,2,0,2/55,27.50,33.00,5.00
Nehru Stadium (Indore),5.0,0,26,2,0,2/26,13.00,15.00,5.20
Old Trafford,4.0,0,39,0,0,0/39,,,9.75
R Premadasa Stadium,9.0,0,15,0,0,0/15,,,1.67
Sharjah Cricket Stadium,16.2,4,50,1,0,1/28,50.00,98.00,3.06
Sinhalese Sports Club Ground,5.0,0,32,1,0,1/32,32.00,30.00,6.40
Overall (8),64.2,5,286,8,0,2/26,35.75,48.25,4.45
