0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
County Ground (Bristol),1,1,0,0,0,0,2,2,2.00,50.00,0,0
Edgbaston,2,2,0,0,0,0,31,40,20.00,121.21,0,0
Headingley,2,2,0,0,0,2,0,0,0.00,,3,0
Kennington Oval,2,2,0,1,0,0,114,117,58.50,100.00,0,0
Lord's,2,2,0,0,0,0,44,57,28.50,70.37,1,0
Old Trafford,1,1,0,0,1,0,62,62,62.00,82.67,0,0
Sophia Gardens,2,2,0,0,2,0,57,107,53.50,113.83,2,0
The Cooper Associates County Ground,1,1,0,0,0,1,0,0,0.00,,0,0
The Rose Bowl,1,1,0,1,0,0,138,138,138.00,130.19,1,0
Trent Bridge,3,3,0,0,1,0,57,115,38.33,108.49,2,0
,,,,,,,,,,,,
