0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,10.0,0,39,1,0,1/39,39.00,60.00,3.90
Arbab Niaz Stadium,10.0,2,49,2,0,2/49,24.50,30.00,4.90
Asgiriya Stadium,5.0,0,23,0,0,0/23,,,4.60
Basin Reserve,10.0,2,34,2,0,2/34,17.00,30.00,3.40
Bellerive Oval,9.1,1,23,0,0,0/23,,,2.51
Brabourne Stadium,5.0,2,5,0,0,0/5,,,1.00
Brisbane Cricket Ground,20.0,2,68,1,0,1/28,68.00,120.00,3.40
Buffalo Park,34.2,6,94,6,1,4/27,15.67,34.33,2.74
Eden Gardens,10.0,1,19,3,0,3/19,6.33,20.00,1.90
Edgbaston,11.0,2,27,0,0,0/27,,,2.45
Gaddafi Stadium,46.0,6,193,5,0,2/40,38.60,55.20,4.20
Gymkhana Club Ground,19.3,0,104,3,0,2/39,34.67,39.00,5.33
Harare Sports Club,18.5,4,64,1,0,1/30,64.00,113.00,3.40
Iqbal Stadium,17.0,2,87,1,0,1/41,87.00,102.00,5.12
Kingsmead,46.4,2,174,4,0,1/22,43.50,70.00,3.73
Lal Bahadur Shastri Stadium,8.3,1,27,2,0,2/27,13.50,25.50,3.18
Madhavrao Scindia Cricket Ground,9.0,1,19,0,0,0/19,,,2.11
Mangaung Oval,40.0,2,142,4,0,2/31,35.50,60.00,3.55
Melbourne Cricket Ground,16.5,1,56,5,0,3/30,11.20,20.20,3.33
Nahar Singh Stadium,9.0,0,35,0,0,0/35,,,3.89
Nairobi Club Ground,8.0,1,37,2,0,2/37,18.50,24.00,4.63
National Stadium (Karachi),9.4,1,38,0,0,0/38,,,3.93
Nehru Stadium (Guwahati),9.0,1,29,1,0,1/29,29.00,54.00,3.22
Nehru Stadium (Indore),10.0,0,38,0,0,0/38,,,3.80
Newlands,43.0,8,163,2,0,2/36,81.50,129.00,3.79
Old Trafford,8.0,1,29,0,0,0/29,,,3.63
Punjab Cricket Association IS Bindra Stadium,8.2,0,27,2,0,2/27,13.50,25.00,3.24
R Premadasa Stadium,20.0,5,46,4,0,3/15,11.50,30.00,2.30
Rawalpindi Cricket Stadium,17.0,1,68,2,0,2/27,34.00,51.00,4.00
Sawai Mansingh Stadium,10.0,2,28,1,0,1/28,28.00,60.00,2.80
Seddon Park,10.0,1,56,1,0,1/56,56.00,60.00,5.60
Sharjah Cricket Stadium,50.0,3,192,10,0,3/28,19.20,30.00,3.84
St George's Park,44.1,6,174,10,1,4/32,17.40,26.50,3.94
SuperSport Park,36.0,6,109,3,0,1/20,36.33,72.00,3.03
Sydney Cricket Ground,30.0,4,117,7,0,3/37,16.71,25.71,3.90
WACA Ground,16.0,2,34,2,0,1/15,17.00,48.00,2.13
Wanderers Stadium,37.0,4,113,5,0,3/21,22.60,44.40,3.05
Wankhede Stadium,15.0,3,56,3,0,3/32,18.67,30.00,3.73
Overall (38),737.0,86,2636,95,2,4/27,27.75,46.55,3.58
