0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,2.0,0,8,0,0,0/8,,,4.00
Antigua Recreation Ground,6.0,0,25,0,0,0/25,,,4.17
Arnos Vale Ground,8.0,0,30,0,0,0/30,,,3.75
Brisbane Cricket Ground,5.0,0,26,0,0,0/26,,,5.20
Harare Sports Club,8.0,1,33,1,0,1/33,33.00,48.00,4.13
Kensington Oval,8.0,0,38,0,0,0/38,,,4.75
M Chinnaswamy Stadium,2.4,0,28,1,0,1/28,28.00,16.00,10.50
National Cricket Stadium (Grenada),12.0,1,43,2,0,2/12,21.50,36.00,3.58
National Cricket Stadium (Tangier),8.0,0,38,1,0,1/7,38.00,48.00,4.75
Queen's Park Oval,3.0,0,23,1,0,1/23,23.00,18.00,7.67
R Premadasa Stadium,10.0,1,30,3,0,3/30,10.00,20.00,3.00
Sabina Park,5.0,0,23,0,0,,,,4.60
Senwes Park,5.0,0,24,0,0,,,,4.80
Willowmoore Park,7.0,0,27,0,0,0/27,,,3.86
Overall (14),89.4,3,396,9,0,3/30,44.00,59.78,4.42
