0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Basin Reserve,2.0,0,11,1,0,1/11,11.00,12.00,5.50
Bay Oval,4.0,0,19,0,0,,,,4.75
Boland Park,7.2,0,22,4,1,4/22,5.50,11.00,3.00
Cobham Oval (New),3.0,0,16,1,0,1/16,16.00,18.00,5.33
Diamond Oval,3.0,0,22,0,0,0/22,,,7.33
Eden Park,5.0,0,35,0,0,,,,7.00
Edgbaston,18.0,0,95,2,0,1/39,47.50,54.00,5.28
Hagley Oval,4.0,0,23,0,0,,,,5.75
Harare Sports Club,12.0,0,71,1,0,1/23,71.00,72.00,5.92
Lord's,13.0,0,63,2,0,1/25,31.50,39.00,4.85
McLean Park,12.3,0,61,4,0,2/13,15.25,18.75,4.88
Melbourne Cricket Ground,1.0,0,3,0,0,,,,3.00
Nehru Stadium (Guwahati),1.0,0,11,0,0,0/11,,,11.00
Rangiri Dambulla International Stadium,14.0,1,48,1,0,1/2,48.00,84.00,3.43
Sabina Park,1.0,0,8,0,0,,,,8.00
Sawai Mansingh Stadium,4.0,0,29,0,0,0/29,,,7.25
Saxton Oval,41.0,1,188,6,0,3/22,31.33,41.00,4.59
Seddon Park,31.2,0,178,6,0,2/32,29.67,31.33,5.68
Senwes Park,8.0,0,40,2,0,2/40,20.00,24.00,5.00
Sheikh Zayed Stadium,8.0,0,38,0,0,,,,4.75
Shere Bangla National Stadium,6.0,0,35,0,0,,,,5.83
Sophia Gardens,6.0,0,55,0,0,,,,9.17
The Rose Bowl,6.0,0,37,3,0,2/25,12.33,12.00,6.17
Trent Bridge,13.0,0,70,1,0,1/42,70.00,78.00,5.38
University Oval,2.0,0,18,0,0,,,,9.00
Wankhede Stadium,5.0,0,30,0,0,,,,6.00
Warner Park,5.0,0,36,1,0,1/36,36.00,30.00,7.20
Westpac Stadium,8.2,0,48,2,0,2/19,24.00,25.00,5.76
Overall (28),244.3,2,1310,37,1,4/22,35.41,39.65,5.36
