0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,3,2,0,0,0,1,3,3,1.50,37.50,1,1
Hong Kong,3,3,0,0,0,0,8,21,7.00,47.73,3,2
India,1,1,0,0,0,0,7,7,7.00,36.84,0,0
Ireland,1,1,0,0,0,0,2,2,2.00,25.00,2,0
Pakistan,1,1,0,0,0,0,36,36,36.00,52.94,0,0
Scotland,1,1,1,0,1,0,99*,99,,100.00,0,0
South Africa,1,1,1,0,1,0,57*,57,,57.00,0,0
West Indies,1,1,0,0,0,0,6,6,6.00,30.00,1,0
Zimbabwe,1,1,0,0,0,0,32,32,32.00,84.21,1,0
Overall (9),13,12,2,0,2,1,99*,263,26.30,65.10,8,3
