0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,180.0,15,919,26,0,3/25,35.35,41.54,5.11
Second,139.4,8,646,30,1,4/43,21.53,27.93,4.63
Overall,319.4,23,1565,56,1,4/43,27.95,34.25,4.90
