0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Boland Park,2.4,0,22,1,0,1/22,22.00,16.00,8.25
"Cricket, Skating & Curling Club",13.0,2,52,4,1,4/35,13.00,19.50,4.00
Kingsmead,6.0,0,34,1,0,1/34,34.00,36.00,5.67
Maple Leaf North - West Ground,10.0,0,33,2,0,2/33,16.50,30.00,3.30
Newlands,10.0,1,53,2,0,2/53,26.50,30.00,5.30
Queen's Park Oval,16.3,0,60,1,0,1/27,60.00,99.00,3.64
Senwes Park,8.0,1,36,2,0,2/36,18.00,24.00,4.50
Willowmoore Park,4.0,1,15,0,0,0/15,,,3.75
Overall (8),70.1,5,305,13,1,4/35,23.46,32.38,4.35
