0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
AMI Stadium,2,2,1,0,0,0,40*,49,49.00,96.08,1,0
Arun Jaitley Stadium,2,1,0,0,0,0,14,14,14.00,93.33,0,2
Bangabandhu National Stadium,8,7,3,0,0,0,25,49,12.25,59.76,5,2
Barabati Stadium,3,1,1,0,0,0,8*,8,,114.29,3,2
Basin Reserve,2,1,1,0,0,0,3*,3,,100.00,1,2
Brabourne Stadium,1,0,0,0,0,0,0,0,,,0,1
Captain Roop Singh Stadium,2,2,1,0,0,0,24*,45,45.00,62.50,1,0
Carisbrook,1,1,1,0,0,0,6*,6,,60.00,0,0
County Ground (Bristol),1,0,0,0,0,0,0,0,,,0,0
County Ground (Hove),1,1,1,0,0,0,5*,5,,250.00,0,0
"Cricket, Skating & Curling Club",10,10,1,0,0,1,41,132,14.67,55.93,11,3
Eden Gardens,2,1,0,0,0,0,1,1,1.00,12.50,3,0
Eden Park,2,1,1,0,0,0,6*,6,,60.00,3,2
Edgbaston,1,1,0,0,0,0,2,2,2.00,40.00,1,0
Gandhi Sports Complex Ground,1,0,0,0,0,0,0,0,,,3,0
Gandhi Stadium,1,1,0,0,0,0,3,3,3.00,27.27,1,1
Grace Road,1,1,0,0,0,0,28,28,28.00,116.67,4,1
Green Park,3,2,2,0,0,0,6*,10,,33.33,2,1
Harare Sports Club,1,1,0,0,0,0,25,25,25.00,86.21,1,0
Headingley,1,1,0,0,0,0,9,9,9.00,69.23,0,0
Indira Priyadarshini Stadium,1,0,0,0,0,0,0,0,,,0,0
Keenan Stadium,1,1,0,0,0,0,26,26,26.00,89.66,0,0
Kennington Oval,2,1,0,0,0,0,2,2,2.00,22.22,3,0
Kingsmead,1,1,0,0,0,0,7,7,7.00,63.64,0,0
Lal Bahadur Shastri Stadium,2,1,0,0,0,0,3,3,3.00,75.00,4,0
M Chinnaswamy Stadium,4,3,1,0,0,0,27*,44,22.00,57.89,3,1
MA Chidambaram Stadium,2,2,2,0,0,0,24*,47,,90.38,1,1
Madhavrao Scindia Cricket Ground,2,1,0,0,0,0,3,3,3.00,37.50,2,1
McLean Park,3,3,1,0,0,1,30*,34,17.00,79.07,5,2
Nahar Singh Stadium,1,1,1,0,0,0,16*,16,,38.10,1,0
Nehru Stadium (Guwahati),1,0,0,0,0,0,0,0,,,1,0
Nehru Stadium (Indore),1,0,0,0,0,0,0,0,,,0,0
Nehru Stadium (Kochi),1,1,1,0,0,0,2*,2,,100.00,0,2
Nehru Stadium (Margao),1,1,0,0,0,0,14,14,14.00,116.67,0,0
Nehru Stadium (Pune),2,2,2,0,0,0,36*,42,,123.53,4,1
Old Trafford,2,1,1,0,0,0,6*,6,,150.00,1,0
Owen Delany Park,1,0,0,0,0,0,0,0,,,1,0
Padang Cricket Ground,2,2,0,0,0,0,4,7,3.50,30.43,0,0
Punjab Cricket Association IS Bindra Stadium,1,1,1,0,0,0,19*,19,,126.67,0,1
Queen's Park Oval,1,1,0,0,0,0,29,29,29.00,38.67,0,0
Queens Sports Club,3,1,0,0,0,0,4,4,4.00,18.18,1,1
R Premadasa Stadium,9,3,0,0,0,0,16,20,6.67,71.43,3,0
Reliance Stadium,2,1,1,0,0,0,4*,4,,133.33,1,2
Sawai Mansingh Stadium,3,2,1,0,0,0,11,19,19.00,43.18,3,1
Seddon Park,1,1,0,0,0,0,24,24,24.00,120.00,0,0
Sharjah Cricket Stadium,28,21,5,0,2,2,69,364,22.75,70.00,26,5
Sinhalese Sports Club Ground,7,4,1,0,0,0,38,55,18.33,98.21,2,5
Trent Bridge,1,1,1,0,0,0,3*,3,,50.00,1,0
Vidarbha Cricket Association Ground,2,1,0,0,0,0,20,20,20.00,68.97,0,3
Wankhede Stadium,5,3,1,0,0,0,27,63,31.50,88.73,6,1
Willowmoore Park,1,0,0,0,0,0,0,0,,,1,0
Overall (51),140,96,33,0,2,4,69,1272,20.19,68.91,110,44
