0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Asgiriya Stadium,1.0,0,4,0,0,,,,4.00
Bellerive Oval,1.0,0,8,0,0,,,,8.00
Brisbane Cricket Ground,2.1,0,12,1,0,1/8,12.00,13.00,5.54
Green Park,9.0,0,39,0,0,0/39,,,4.33
Harare Sports Club,1.0,0,1,0,0,,,,1.00
Melbourne Cricket Ground,1.2,0,11,0,0,,,,8.25
Moin-ul-Haq Stadium,1.0,0,6,0,0,0/6,,,6.00
Padang Cricket Ground,0.4,0,13,1,0,1/13,13.00,4.00,19.50
Queen's Park Oval,1.0,0,5,1,0,1/5,5.00,6.00,5.00
R Premadasa Stadium,0.5,0,3,1,0,1/3,3.00,5.00,3.60
Sharjah Cricket Stadium,2.0,1,3,0,0,,,,1.50
Sydney Cricket Ground,5.0,0,22,1,0,1/22,22.00,30.00,4.40
Tyronne Fernando Stadium,4.0,0,14,1,0,1/14,14.00,24.00,3.50
Overall (13),30.0,1,141,6,0,1/3,23.50,30.00,4.70
