0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,1,0,0,0.00,,1,0
Bellerive Oval,1,1,1,0,0,0,49*,49,,100.00,1,0
Brisbane Cricket Ground,1,1,0,0,0,0,30,30,30.00,69.77,1,0
Darren Sammy National Cricket Stadium,1,1,0,0,0,0,17,17,17.00,51.52,1,0
Etihad Stadium,1,1,0,0,0,0,12,12,12.00,48.00,0,0
Gymkhana Club Ground,5,3,0,0,0,0,35,56,18.67,67.47,1,0
Kingsmead,1,0,0,0,0,0,0,0,,,1,0
Mangaung Oval,1,1,1,0,0,0,14*,14,,116.67,1,0
Melbourne Cricket Ground,1,0,0,0,0,0,0,0,,,0,0
National Cricket Stadium (Grenada),1,1,0,0,0,0,19,19,19.00,46.34,1,0
Nehru Stadium (Guwahati),1,1,0,0,0,0,3,3,3.00,30.00,3,0
Newlands,1,1,0,0,0,0,8,8,8.00,80.00,1,0
Queen's Park Oval,1,1,0,0,0,0,21,21,21.00,53.85,0,0
Sabina Park,1,0,0,0,0,0,0,0,,,0,0
Senwes Park,2,2,1,0,0,0,43*,69,69.00,94.52,5,0
Sinhalese Sports Club Ground,1,0,0,0,0,0,0,0,,,0,0
SuperSport Park,1,1,0,0,1,0,95,95,95.00,63.33,0,0
Sydney Cricket Ground,2,2,0,0,0,0,15,23,11.50,52.27,1,0
WACA Ground,1,1,0,0,0,0,13,13,13.00,37.14,0,0
Wanderers Stadium,1,1,0,0,0,0,9,9,9.00,47.37,0,0
Overall (20),26,20,3,0,1,1,95,438,25.76,65.08,18,0
