0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,2,2,0,0,0,0,2,3,1.50,33.33,1,0
England,1,1,0,0,0,1,0,0,0.00,,0,0
India,4,3,0,0,0,0,26,37,12.33,59.68,1,0
New Zealand,3,3,0,0,2,0,62,145,48.33,75.52,0,0
Pakistan,1,1,0,0,1,0,60,60,60.00,71.43,0,0
South Africa,1,1,0,0,0,0,21,21,21.00,100.00,0,0
Sri Lanka,5,5,0,0,1,0,63,99,19.80,66.00,1,0
West Indies,4,2,0,0,0,0,43,60,30.00,89.55,3,0
Zimbabwe,3,3,2,0,0,0,37,68,68.00,94.44,0,0
Overall (9),24,21,2,0,4,1,63,493,25.95,74.81,6,0
